"user_id";"test";"purchase";"impressions"
441;1;1;18
442;0;1;1
443;1;0;4
444;1;0;1
445;1;0;3
446;0;0;1
447;1;1;7
448;1;0;1
449;1;0;1
450;1;0;4
451;1;0;15
452;1;0;1
453;1;0;1
454;0;0;1
455;1;0;1
456;1;0;1
457;1;0;2
458;1;0;20
459;1;0;1
460;1;0;1
461;1;0;2
462;1;0;1
463;1;0;2
464;1;0;4
465;1;0;1
466;1;0;1
467;0;0;1
468;1;0;6
469;1;0;1
470;1;0;1
471;1;0;1
472;1;0;1
473;1;0;1
474;1;0;6
475;1;0;1
476;1;0;1
477;1;0;1
478;1;0;1
479;0;0;1
480;1;0;1
481;1;0;1
482;1;0;1
483;1;0;1
484;1;0;29
485;1;0;6
486;1;0;1
487;1;0;1
488;1;0;1
489;1;0;1
490;1;0;2
491;1;0;2
492;0;0;1
493;1;0;1
494;0;0;1
495;1;0;1
496;1;0;1
497;1;0;2
498;1;0;1
499;1;0;4
500;0;0;1
501;1;0;1
502;1;0;1
503;1;0;1
504;1;0;17
505;1;0;1
506;1;0;10
507;1;0;1
508;1;0;4
509;1;0;1
510;1;0;1
511;1;0;1
512;1;0;2
513;1;0;1
514;1;0;1
515;1;0;1
516;1;0;1
517;1;0;1
518;1;0;1
519;1;0;14
520;1;0;1
521;1;0;1
522;1;0;1
523;1;0;1
524;1;0;1
525;1;0;1
526;1;0;1
527;0;0;1
528;1;0;1
529;1;0;3
530;0;0;1
531;1;0;1
532;1;0;1
533;1;0;1
534;1;0;4
535;1;0;2
536;0;0;1
537;1;0;3
538;1;0;1
539;1;0;1
540;1;0;1
541;1;0;1
542;1;0;1
543;1;0;1
544;1;0;2
545;1;0;1
546;1;0;1
547;0;0;1
548;1;0;1
549;1;0;6
550;1;0;1
551;1;0;1
552;1;0;1
553;1;0;1
554;1;0;1
555;1;0;6
556;1;0;1
557;1;0;1
558;1;0;2
559;1;0;1
560;1;0;2
561;0;0;1
562;1;0;1
563;1;0;1
564;1;0;3
565;1;0;1
566;1;0;1
567;1;0;1
568;1;0;2
569;1;0;2
570;1;0;3
571;1;0;2
572;1;0;1
573;1;0;1
574;0;0;2
575;1;0;1
576;1;0;8
577;0;1;1
578;1;0;2
579;1;0;1
580;1;0;1
581;1;0;3
582;1;0;1
583;1;0;6
584;1;0;3
585;1;0;1
586;1;0;1
587;1;0;1
588;0;0;1
589;1;0;1
590;1;0;2
591;1;0;2
592;1;0;1
593;1;0;1
594;1;0;1
595;1;0;2
596;1;0;1
597;1;0;1
598;1;0;1
599;1;0;1
600;1;0;1
601;1;0;1
602;1;0;1
603;1;0;2
604;1;0;1
605;1;0;5
606;1;0;1
607;1;0;1
608;1;0;1
609;0;0;1
610;1;0;3
611;1;0;1
612;1;0;1
613;1;0;1
614;1;0;2
615;1;0;1
616;1;0;7
617;1;0;17
618;1;0;1
619;1;0;1
620;1;0;1
621;1;0;1
622;1;0;1
623;1;0;1
624;1;0;1
625;1;0;21
626;1;0;7
627;1;0;1
628;1;0;1
629;1;0;2
630;1;0;1
631;1;0;1
632;1;0;1
633;1;0;1
634;1;0;3
635;0;0;1
636;1;0;1
637;1;0;1
638;1;0;1
639;0;0;1
640;1;0;2
641;0;0;1
642;0;0;6
643;1;0;1
644;1;0;1
645;1;0;1
646;1;0;1
647;1;0;1
648;1;0;1
649;1;0;1
650;1;0;1
651;0;0;1
652;1;0;19
653;0;0;1
654;1;0;1
655;1;0;1
656;1;0;4
657;1;0;1
658;1;0;1
659;1;1;2
660;1;0;1
661;1;0;11
662;1;0;2
663;0;0;6
664;1;0;1
665;1;0;3
666;1;0;1
667;1;0;1
668;0;0;8
669;1;0;1
670;1;0;1
671;1;0;3
672;1;0;2
673;1;0;1
674;1;0;1
675;1;0;1
676;1;0;1
677;1;0;1
678;1;0;3
679;1;0;1
680;1;0;1
681;1;0;1
682;1;0;1
683;0;0;3
684;1;0;2
685;1;0;2
686;0;0;1
687;1;0;2
688;1;0;1
689;1;0;1
690;1;0;1
691;1;0;1
692;1;0;1
693;1;0;1
694;1;0;1
695;1;0;1
696;1;0;2
697;1;0;1
698;1;0;1
699;1;0;1
700;1;0;1
701;1;0;8
702;0;0;1
703;1;0;1
704;1;0;8
705;1;0;1
706;1;0;1
707;1;0;1
708;1;0;3
709;1;0;1
710;1;0;1
711;0;0;1
712;1;0;3
713;1;0;1
714;1;0;7
715;1;0;1
716;1;0;5
717;0;0;1
718;1;1;1
719;1;0;1
720;1;0;1
721;0;0;1
722;0;0;1
723;1;0;2
724;1;0;1
725;1;0;3
726;1;0;1
727;1;0;1
728;0;0;1
729;1;0;1
730;1;0;3
731;1;0;8
732;1;0;1
733;1;0;1
734;1;0;1
735;1;0;4
736;1;0;1
737;1;0;4
738;1;0;3
739;1;0;1
740;1;0;1
741;1;0;1
742;1;0;3
743;1;0;1
744;1;1;13
745;1;0;31
746;0;0;2
747;1;0;1
748;1;0;4
749;1;0;1
750;0;0;1
751;1;0;1
752;1;0;1
753;0;1;1
754;1;0;11
755;1;0;1
756;1;0;1
757;1;0;13
758;1;0;1
759;0;0;59
760;1;0;1
761;1;0;1
762;1;0;1
763;1;0;1
764;1;1;1
765;1;0;7
766;1;0;7
767;1;0;1
768;1;0;1
769;1;0;1
770;1;0;1
771;1;0;1
772;1;0;1
773;1;0;1
774;1;0;1
775;1;0;1
776;1;0;1
777;0;0;2
778;1;0;5
779;1;0;1
780;1;0;6
781;1;0;2
782;1;0;6
783;0;0;2
784;1;0;15
785;1;0;1
786;1;0;1
787;1;0;1
788;1;0;3
789;1;0;2
790;0;0;2
791;0;0;2
792;1;0;1
793;1;0;1
794;1;0;1
795;1;0;2
796;1;0;4
797;0;1;1
798;1;0;1
799;1;0;5
800;1;0;1
801;1;0;1
802;1;0;1
803;1;0;1
804;1;0;2
805;1;0;1
806;1;0;1
807;0;0;3
808;1;0;3
809;1;0;1
810;1;0;2
811;1;0;1
812;1;0;1
813;0;0;1
814;1;0;1
815;1;0;2
816;1;0;1
817;1;0;1
818;1;0;1
819;1;0;1
820;1;0;1
821;1;0;1
822;1;0;1
823;1;0;3
824;1;0;1
825;1;0;33
826;1;1;1
827;1;0;1
828;1;0;2
829;1;0;3
830;0;0;1
831;1;0;1
832;1;0;1
833;1;0;1
834;1;0;1
835;1;1;1
836;1;0;1
837;1;0;8
838;1;0;1
839;1;0;1
840;1;0;1
841;1;0;1
842;1;0;1
843;1;0;1
844;0;0;1
845;1;0;2
846;1;0;1
847;1;0;1
848;1;0;3
849;1;0;1
850;1;0;1
851;1;1;1
852;1;0;6
853;1;0;1
854;1;0;1
855;1;0;1
856;1;0;1
857;1;0;1
858;1;0;2
859;1;0;2
860;1;1;1
861;1;0;6
862;1;0;1
863;1;0;1
864;1;0;7
865;1;0;6
866;1;0;1
867;1;0;1
868;1;0;1
869;1;0;4
870;1;0;1
871;1;1;2
872;1;0;1
873;0;0;1
874;1;0;1
875;1;0;11
876;1;0;1
877;1;0;2
878;1;0;3
879;1;0;1
880;1;0;1
881;1;0;2
882;1;0;3
883;1;0;1
884;1;0;1
885;1;0;1
886;1;0;1
887;1;0;1
888;1;0;1
889;1;0;1
890;1;0;2
891;1;0;1
892;1;0;1
893;1;0;8
894;1;0;2
895;1;0;1
896;1;0;2
897;1;0;17
898;1;0;1
899;1;0;1
900;1;0;1
901;1;0;1
902;1;0;1
903;1;0;1
904;0;0;1
905;1;0;1
906;1;0;1
907;1;0;1
908;1;0;1
909;1;0;1
910;1;0;1
911;1;0;1
912;1;1;1
913;1;0;1
914;1;0;1
915;1;0;4
916;1;0;1
917;1;0;2
918;0;0;1
919;1;0;4
920;1;0;1
921;1;0;3
922;1;0;1
923;1;0;1
924;1;0;1
925;1;0;1
926;1;0;2
927;0;1;1
928;1;0;1
929;1;0;1
930;1;0;1
931;1;0;2
932;0;0;2
933;1;0;2
934;1;0;1
935;0;0;1
936;1;0;1
937;1;0;8
938;1;1;2
939;1;0;1
940;1;0;16
941;1;0;1
942;1;0;1
943;1;1;16
944;1;0;1
945;0;0;3
946;1;0;1
947;1;0;1
948;1;0;1
949;1;1;1
950;1;0;1
951;1;0;1
952;1;0;1
953;1;0;1
954;1;1;1
955;1;0;1
956;1;0;1
957;0;1;1
958;1;0;2
959;0;0;2
960;1;0;1
961;1;0;2
962;1;1;5
963;1;0;1
964;1;0;1
965;1;0;1
966;1;0;1
967;1;0;1
968;1;0;1
969;1;0;5
970;1;0;1
971;1;0;1
972;1;0;1
973;1;0;4
974;1;0;1
975;1;0;1
976;1;0;1
977;1;0;4
978;1;0;2
979;0;0;1
980;1;0;1
981;1;0;1
982;1;0;4
983;1;0;2
984;1;0;6
985;1;0;1
986;1;0;1
987;1;0;3
988;0;0;1
989;1;0;1
990;1;0;1
991;1;0;1
992;1;0;1
993;1;0;1
994;1;0;1
995;1;0;1
996;1;0;1
997;1;0;1
998;1;0;30
999;1;0;1
1000;1;0;1
1001;1;0;2
1002;1;0;1
1003;0;0;1
1004;1;0;1
1005;1;0;1
1006;0;0;2
1007;1;0;1
1008;1;0;2
1009;1;0;1
1010;1;0;1
1011;1;0;1
1012;1;0;2
1013;0;0;1
1014;1;0;2
1015;1;0;1
1016;1;0;2
1017;1;0;11
1018;1;0;1
1019;1;0;7
1020;1;0;1
1021;1;0;1
1022;1;0;1
1023;1;0;3
1024;1;0;1
1025;1;0;1
1026;1;0;13
1027;1;0;1
1028;1;0;1
1029;1;0;1
1030;1;0;1
1031;0;0;2
1032;1;0;2
1033;1;0;4
1034;1;0;1
1035;1;0;1
1036;1;0;1
1037;1;0;1
1038;0;0;1
1039;0;0;1
1040;1;0;5
1041;1;0;1
1042;1;0;2
1043;1;0;1
1044;1;0;2
1045;0;0;1
1046;1;0;1
1047;1;0;1
1048;1;0;1
1049;1;0;2
1050;1;0;1
1051;0;0;2
1052;1;0;1
1053;1;0;2
1054;1;0;1
1055;1;0;3
1056;1;0;4
1057;1;0;1
1058;1;0;1
1059;1;0;1
1060;1;0;1
1061;1;0;4
1062;1;0;1
1063;1;0;2
1064;1;0;1
1065;1;0;1
1066;1;0;1
1067;0;0;1
1068;1;0;1
1069;1;0;1
1070;1;0;1
1071;1;0;1
1072;1;0;1
1073;1;0;1
1074;1;0;1
1075;1;0;1
1076;1;0;2
1077;1;0;3
1078;1;0;1
1079;1;0;1
1080;1;0;1
1081;1;0;1
1082;1;0;1
1083;1;0;2
1084;1;0;2
1085;1;0;3
1086;0;0;8
1087;1;0;11
1088;0;0;1
1089;1;0;2
1090;1;0;1
1091;1;0;2
1092;1;0;2
1093;1;0;1
1094;1;0;2
1095;1;0;1
1096;1;0;1
1097;1;0;1
1098;1;0;1
1099;1;0;1
1100;0;0;1
1101;1;0;1
1102;1;0;1
1103;1;0;1
1104;1;0;2
1105;1;0;1
1106;0;0;2
1107;1;0;1
1108;1;0;1
1109;1;0;1
1110;1;1;1
1111;1;0;1
1112;1;0;1
1113;1;0;1
1114;1;0;3
1115;1;0;1
1116;0;0;1
1117;1;0;1
1118;1;0;1
1119;1;0;1
1120;1;0;3
1121;1;0;2
1122;1;0;1
1123;1;0;1
1124;1;0;32
1125;1;0;1
1126;1;0;4
1127;1;0;2
1128;1;0;1
1129;1;0;1
1130;1;0;2
1131;1;0;1
1132;1;0;1
1133;1;0;1
1134;1;0;3
1135;0;0;1
1136;1;0;30
1137;1;0;13
1138;1;0;2
1139;1;0;1
1140;0;0;1
1141;1;0;1
1142;0;0;7
1143;1;0;12
1144;1;0;1
1145;1;0;1
1146;1;0;9
1147;1;0;1
1148;1;0;1
1149;1;0;1
1150;1;0;1
1151;1;0;2
1152;1;0;1
1153;1;0;1
1154;1;0;4
1155;1;0;1
1156;1;0;1
1157;1;0;1
1158;1;0;1
1159;0;1;2
1160;1;0;3
1161;1;0;3
1162;1;0;1
1163;1;0;1
1164;0;0;1
1165;1;0;1
1166;1;0;5
1167;1;0;1
1168;1;0;1
1169;0;0;8
1170;0;1;1
1171;1;0;2
1172;1;0;1
1173;1;0;2
1174;1;0;1
1175;1;0;3
1176;1;0;1
1177;1;0;1
1178;1;0;1
1179;1;0;1
1180;1;0;1
1181;1;0;1
1182;1;0;2
1183;1;0;1
1184;1;0;3
1185;1;0;4
1186;1;0;1
1187;1;0;2
1188;1;0;7
1189;1;0;1
1190;1;0;2
1191;1;0;1
1192;1;0;2
1193;1;0;2
1194;1;0;1
1195;1;0;3
1196;1;0;1
1197;1;0;5
1198;1;0;2
1199;1;0;1
1200;1;0;1
1201;1;0;1
1202;1;0;1
1203;1;0;1
1204;1;0;1
1205;1;0;1
1206;1;0;1
1207;1;0;1
1208;1;0;4
1209;1;0;1
1210;1;0;1
1211;1;0;12
1212;1;0;1
1213;1;0;1
1214;1;0;1
1215;1;0;1
1216;1;0;1
1217;1;0;1
1218;1;0;1
1219;1;0;8
1220;1;0;3
1221;1;0;1
1222;1;0;1
1223;1;0;1
1224;1;0;1
1225;1;0;1
1226;1;0;1
1227;1;0;4
1228;1;0;2
1229;0;0;1
1230;1;0;6
1231;1;0;1
1232;1;0;1
1233;1;0;1
1234;0;0;2
1235;1;0;4
1236;1;0;1
1237;0;0;2
1238;1;0;9
1239;1;0;1
1240;1;0;1
1241;1;0;1
1242;1;0;1
1243;1;0;1
1244;1;0;1
1245;1;0;3
1246;1;0;1
1247;1;0;1
1248;1;0;1
1249;1;0;1
1250;1;0;2
1251;1;0;2
1252;1;0;6
1253;1;0;1
1254;1;0;3
1255;1;0;1
1256;1;0;1
1257;1;0;1
1258;1;0;1
1259;1;0;1
1260;1;0;1
1261;1;0;1
1262;0;0;1
1263;1;0;1
1264;1;0;1
1265;1;0;1
1266;1;0;1
1267;0;0;1
1268;1;0;1
1269;1;0;1
1270;1;0;1
1271;0;0;1
1272;1;0;1
1273;1;0;1
1274;1;0;1
1275;1;0;1
1276;1;0;1
1277;0;0;1
1278;1;0;1
1279;1;0;1
1280;0;0;1
1281;1;0;1
1282;1;0;1
1283;1;0;1
1284;0;0;1
1285;1;1;45
1286;1;0;1
1287;1;0;1
1288;1;0;1
1289;1;0;2
1290;1;0;1
1291;1;0;1
1292;0;0;2
1293;0;0;1
1294;1;0;45
1295;1;0;1
1296;1;0;1
1297;0;0;3
1298;1;0;2
1299;0;0;1
1300;1;0;1
1301;1;0;1
1302;1;0;1
1303;1;0;2
1304;1;0;1
1305;1;0;1
1306;1;0;1
1307;1;0;1
1308;1;0;1
1309;1;0;1
1310;1;0;2
1311;1;0;6
1312;0;0;1
1313;1;0;3
1314;1;0;1
1315;1;0;1
1316;1;0;1
1317;1;0;20
1318;1;0;1
1319;1;0;1
1320;1;0;1
1321;1;0;1
1322;1;0;1
1323;0;0;1
1324;1;0;3
1325;1;0;1
1326;1;0;1
1327;1;0;1
1328;1;0;1
1329;1;0;1
1330;1;0;1
1331;1;0;3
1332;1;0;6
1333;1;0;31
1334;1;0;1
1335;1;0;1
1336;1;0;6
1337;1;0;1
1338;1;0;1
1339;1;0;1
1340;1;0;1
1341;1;0;1
1342;1;0;2
1343;0;0;1
1344;0;0;1
1345;1;0;4
1346;1;0;4
1347;1;0;2
1348;1;0;1
1349;1;0;2
1350;1;0;1
1351;1;0;14
1352;1;0;1
1353;1;0;2
1354;0;0;1
1355;1;0;1
1356;1;0;1
1357;1;0;1
1358;1;0;1
1359;1;0;1
1360;0;0;1
1361;1;0;2
1362;1;0;1
1363;1;0;1
1364;1;0;1
1365;1;0;1
1366;0;0;1
1367;1;0;2
1368;1;0;1
1369;1;0;1
1370;1;0;1
1371;1;0;1
1372;1;0;30
1373;1;0;1
1374;1;1;7
1375;1;0;4
1376;1;0;1
1377;1;0;2
1378;1;0;1
1379;1;0;33
1380;1;0;1
1381;1;0;1
1382;1;0;1
1383;1;1;22
1384;1;0;1
1385;1;0;1
1386;1;0;2
1387;1;0;3
1388;1;0;3
1389;1;0;1
1390;1;0;1
1391;1;0;16
1392;1;0;1
1393;1;0;1
1394;0;0;1
1395;1;0;1
1396;1;0;2
1397;1;0;13
1398;1;0;1
1399;1;0;1
1400;1;0;1
1401;1;0;1
1402;1;0;1
1403;1;0;4
1404;1;0;1
1405;1;0;1
1406;1;0;1
1407;1;0;2
1408;1;0;1
1409;0;0;3
1410;1;0;1
1411;1;0;1
1412;0;0;1
1413;1;0;1
1414;0;0;2
1415;1;0;1
1416;1;0;1
1417;0;0;6
1418;1;0;1
1419;1;0;2
1420;1;0;2
1421;1;0;3
1422;1;0;1
1423;1;0;2
1424;1;0;1
1425;1;0;1
1426;1;0;1
1427;1;0;2
1428;1;0;1
1429;1;0;1
1430;1;0;1
1431;1;0;3
1432;1;0;1
1433;1;0;1
1434;1;0;2
1435;1;0;1
1436;1;0;1
1437;1;0;1
1438;1;0;1
1439;1;0;4
1440;1;0;1
1441;1;0;1
1442;1;0;2
1443;1;1;1
1444;1;0;7
1445;1;0;1
1446;1;0;1
1447;1;0;2
1448;1;0;1
1449;1;0;1
1450;1;0;38
1451;1;0;1
1452;1;0;1
1453;1;0;1
1454;1;0;2
1455;1;0;1
1456;1;0;1
1457;0;0;6
1458;1;0;1
1459;1;0;1
1460;1;0;1
1461;1;0;14
1462;1;0;2
1463;1;0;1
1464;1;0;1
1465;1;0;1
1466;1;0;3
1467;1;0;3
1468;0;0;1
1469;1;0;1
1470;1;0;1
1471;1;0;19
1472;1;0;12
1473;0;0;1
1474;0;0;3
1475;1;0;2
1476;1;0;1
1477;1;0;1
1478;1;0;1
1479;1;0;1
1480;1;0;3
1481;1;0;4
1482;1;0;3
1483;1;0;1
1484;1;0;1
1485;1;0;1
1486;1;0;1
1487;1;0;1
1488;1;0;1
1489;1;0;2
1490;1;0;1
1491;1;0;8
1492;1;0;70
1493;1;0;1
1494;1;0;1
1495;1;0;1
1496;1;0;3
1497;1;0;1
1498;1;0;2
1499;1;0;1
1500;1;0;1
1501;1;1;2
1502;1;0;1
1503;1;0;2
1504;1;0;1
1505;1;0;17
1506;0;0;1
1507;1;0;1
1508;1;0;1
1509;1;0;1
1510;1;0;1
1511;1;0;4
1512;1;0;1
1513;1;0;1
1514;1;0;1
1515;1;0;1
1516;1;0;1
1517;1;0;1
1518;1;0;21
1519;1;0;1
1520;1;0;1
1521;1;0;1
1522;1;0;2
1523;1;0;1
1524;1;0;1
1525;1;0;1
1526;1;0;1
1527;1;0;2
1528;1;0;1
1529;1;0;1
1530;1;0;1
1531;1;0;1
1532;1;0;4
1533;1;0;12
1534;1;0;1
1535;1;0;32
1536;1;1;3
1537;1;0;11
1538;1;0;2
1539;1;0;1
1540;1;0;1
1541;1;0;3
1542;1;0;6
1543;0;0;1
1544;1;0;1
1545;1;0;1
1546;1;0;1
1547;1;0;4
1548;1;0;1
1549;1;0;2
1550;1;0;1
1551;1;0;1
1552;1;0;1
1553;1;0;1
1554;1;0;1
1555;1;1;1
1556;1;0;1
1557;1;0;2
1558;1;0;1
1559;0;0;1
1560;1;0;1
1561;1;0;1
1562;1;0;4
1563;1;0;2
1564;1;0;1
1565;1;0;1
1566;1;0;1
1567;1;0;2
1568;1;0;1
1569;1;0;1
1570;1;0;1
1571;1;0;2
1572;1;0;19
1573;1;0;1
1574;1;0;1
1575;1;0;1
1576;0;0;1
1577;1;0;1
1578;1;0;2
1579;1;0;1
1580;1;0;1
1581;1;0;2
1582;1;0;2
1583;1;0;5
1584;1;0;2
1585;1;0;2
1586;1;0;2
1587;1;0;1
1588;1;0;1
1589;1;0;1
1590;1;0;1
1591;1;0;1
1592;0;0;1
1593;1;0;1
1594;1;0;2
1595;0;0;3
1596;1;0;1
1597;1;0;14
1598;1;0;2
1599;1;0;4
1600;1;0;1
1601;1;0;1
1602;1;0;1
1603;0;0;1
1604;1;0;1
1605;1;0;1
1606;1;0;1
1607;1;0;1
1608;1;0;1
1609;1;0;5
1610;1;0;1
1611;1;0;2
1612;1;0;2
1613;1;0;1
1614;1;0;2
1615;1;0;1
1616;1;0;1
1617;1;0;1
1618;1;1;2
1619;1;0;1
1620;1;0;1
1621;0;0;3
1622;1;0;1
1623;1;0;1
1624;1;0;6
1625;1;0;2
1626;1;0;1
1627;0;0;5
1628;1;0;1
1629;1;0;1
1630;1;0;3
1631;1;0;3
1632;1;0;1
1633;1;0;1
1634;0;0;1
1635;1;0;1
1636;1;0;2
1637;1;0;1
1638;1;0;2
1639;0;0;2
1640;1;0;1
1641;0;0;1
1642;1;0;1
1643;1;0;8
1644;0;0;1
1645;1;0;2
1646;1;0;1
1647;1;0;1
1648;1;0;1
1649;1;0;2
1650;1;0;1
1651;1;0;2
1652;1;0;1
1653;1;0;1
1654;1;0;2
1655;1;0;1
1656;1;0;1
1657;1;0;1
1658;1;0;1
1659;0;0;2
1660;1;0;1
1661;1;0;1
1662;1;0;1
