"storeNum";"Year";"Week";"Date";"Weekind";"p1sales";"p2sales";"p1price";"p2price";"p1prom";"p2prom";"compind";"storesize";"city";"citysize";"W";"Post"
"101";2022;46;2022-11-14;46;334;381;2.49;2.29;1;0;-0.773;115;"OSLO";580000;0;0
"101";2022;47;2022-11-21;47;302;447;2.19;2.59;0;1;-0.773;115;"OSLO";580000;0;0
"101";2022;48;2022-11-28;48;296;441;2.79;3.19;0;1;-0.773;115;"OSLO";580000;0;0
"101";2022;49;2022-12-05;49;297;448;2.79;2.29;0;1;-0.773;115;"OSLO";580000;0;0
"101";2022;50;2022-12-12;50;334;365;2.29;3.19;1;0;-0.773;115;"OSLO";580000;0;0
"101";2022;51;2022-12-19;51;301;371;2.19;2.29;0;0;-0.773;115;"OSLO";580000;0;0
"101";2022;52;2022-12-26;52;299;367;2.79;2.49;0;0;-0.773;115;"OSLO";580000;0;0
"101";2023;1;2023-01-02;53;308;370;2.19;2.49;0;0;-0.773;115;"OSLO";580000;0;0
"101";2023;2;2023-01-09;54;299;367;2.49;2.49;0;0;-0.773;115;"OSLO";580000;0;0
"101";2023;3;2023-01-16;55;300;367;2.29;2.59;0;0;-0.773;115;"OSLO";580000;0;0
"101";2023;4;2023-01-23;56;328;361;2.99;3.19;1;0;-0.773;115;"OSLO";580000;0;0
"101";2023;5;2023-01-30;57;299;366;2.49;2.49;0;0;-0.773;115;"OSLO";580000;0;0
"101";2023;6;2023-02-06;58;294;360;2.29;2.59;0;0;-0.773;115;"OSLO";580000;0;0
"101";2023;7;2023-02-13;59;294;365;2.19;2.59;0;0;-0.773;115;"OSLO";580000;0;0
"101";2023;8;2023-02-20;60;292;361;2.79;3.19;0;0;-0.773;115;"OSLO";580000;0;0
"101";2023;9;2023-02-27;61;289;362;2.99;3.19;0;0;-0.773;115;"OSLO";580000;0;0
"101";2023;10;2023-03-06;62;296;357;2.19;3.19;0;0;-0.773;115;"OSLO";580000;0;0
"101";2023;11;2023-03-13;63;291;356;2.49;3.19;0;0;-0.773;115;"OSLO";580000;0;0
"101";2023;12;2023-03-20;64;291;363;2.99;2.49;0;0;-0.773;115;"OSLO";580000;0;0
"101";2023;13;2023-03-27;65;289;355;2.79;2.59;0;0;-0.773;115;"OSLO";580000;0;0
"101";2023;14;2023-04-03;66;310;429;2.99;2.99;1;1;-0.773;115;"OSLO";580000;0;0
"101";2023;15;2023-04-10;67;294;429;2.49;2.29;0;1;-0.773;115;"OSLO";580000;0;0
"101";2023;16;2023-04-17;68;288;426;2.79;2.99;0;1;-0.773;115;"OSLO";580000;0;0
"101";2023;17;2023-04-24;69;284;430;2.19;2.99;0;1;-0.773;115;"OSLO";580000;0;0
"101";2023;18;2023-05-01;70;291;348;2.99;3.19;0;0;-0.773;115;"OSLO";580000;0;0
"101";2023;19;2023-05-08;71;286;417;2.79;3.19;0;1;-0.773;115;"OSLO";580000;0;0
"101";2023;20;2023-05-15;72;278;352;2.79;2.59;0;0;-0.773;115;"OSLO";580000;0;0
"101";2023;21;2023-05-22;73;285;345;2.19;3.19;0;0;-0.773;115;"OSLO";580000;0;0
"101";2023;22;2023-05-29;74;281;411;2.29;2.99;0;1;-0.773;115;"OSLO";580000;0;0
"101";2023;23;2023-06-05;75;277;350;2.79;3.19;0;0;-0.773;115;"OSLO";580000;0;0
"101";2023;24;2023-06-12;76;275;349;2.49;2.29;0;0;-0.773;115;"OSLO";580000;0;0
"101";2023;25;2023-06-19;77;279;346;2.19;2.99;0;0;-0.773;115;"OSLO";580000;0;0
"101";2023;26;2023-06-26;78;274;349;2.79;2.29;0;0;-0.773;115;"OSLO";580000;0;0
"101";2023;27;2023-07-03;79;279;413;2.79;2.49;0;1;-0.773;115;"OSLO";580000;0;1
"101";2023;28;2023-07-10;80;274;347;2.79;2.49;0;0;-0.773;115;"OSLO";580000;0;1
"101";2023;29;2023-07-17;81;271;342;2.29;2.59;0;0;-0.773;115;"OSLO";580000;0;1
"101";2023;30;2023-07-24;82;274;341;2.79;2.99;0;0;-0.773;115;"OSLO";580000;0;1
"101";2023;31;2023-07-31;83;272;343;2.29;2.99;0;0;-0.773;115;"OSLO";580000;0;1
"101";2023;32;2023-08-07;84;300;406;2.19;2.29;1;1;-0.773;115;"OSLO";580000;0;1
"101";2023;33;2023-08-14;85;274;408;2.49;2.29;0;1;-0.773;115;"OSLO";580000;0;1
"101";2023;34;2023-08-21;86;264;341;2.79;2.49;0;0;-0.773;115;"OSLO";580000;0;1
"101";2023;35;2023-08-28;87;269;334;2.49;3.19;0;0;-0.773;115;"OSLO";580000;0;1
"101";2023;36;2023-09-04;88;274;335;2.29;2.99;0;0;-0.773;115;"OSLO";580000;0;1
"101";2023;37;2023-09-11;89;270;332;2.19;2.99;0;0;-0.773;115;"OSLO";580000;0;1
"101";2023;38;2023-09-18;90;267;335;2.19;2.29;0;0;-0.773;115;"OSLO";580000;0;1
"101";2023;39;2023-09-25;91;264;336;2.99;2.49;0;0;-0.773;115;"OSLO";580000;0;1
"101";2023;40;2023-10-02;92;260;326;2.19;2.49;0;0;-0.773;115;"OSLO";580000;0;1
"101";2023;41;2023-10-09;93;262;329;2.49;2.49;0;0;-0.773;115;"OSLO";580000;0;1
"101";2023;42;2023-10-16;94;263;335;2.19;2.29;0;0;-0.773;115;"OSLO";580000;0;1
"101";2023;43;2023-10-23;95;293;328;2.49;2.29;1;0;-0.773;115;"OSLO";580000;0;1
"101";2023;44;2023-10-30;96;262;326;2.79;2.99;0;0;-0.773;115;"OSLO";580000;0;1
"101";2023;45;2023-11-06;97;262;330;2.79;2.49;0;0;-0.773;115;"OSLO";580000;0;1
"101";2023;46;2023-11-13;98;264;326;2.19;2.29;0;0;-0.773;115;"OSLO";580000;0;1
"101";2023;47;2023-11-20;99;259;323;2.29;3.19;0;0;-0.773;115;"OSLO";580000;0;1
"101";2023;48;2023-11-27;100;257;323;2.19;2.29;0;0;-0.773;115;"OSLO";580000;0;1
"101";2023;49;2023-12-04;101;257;319;2.29;2.99;0;0;-0.773;115;"OSLO";580000;0;1
"101";2023;50;2023-12-11;102;251;322;2.79;2.59;0;0;-0.773;115;"OSLO";580000;0;1
"101";2023;51;2023-12-18;103;252;325;2.29;2.49;0;0;-0.773;115;"OSLO";580000;0;1
"101";2023;52;2023-12-25;104;255;324;2.49;2.29;0;0;-0.773;115;"OSLO";580000;0;1
"102";2022;1;2022-01-03;1;404;488;2.49;2.59;0;0;0.292;164;"OSLO";580000;0;0
"102";2022;2;2022-01-10;2;396;493;2.99;2.49;0;0;0.292;164;"OSLO";580000;0;0
"102";2022;3;2022-01-17;3;400;491;2.29;2.49;0;0;0.292;164;"OSLO";580000;0;0
"102";2022;4;2022-01-24;4;397;587;2.49;2.59;0;1;0.292;164;"OSLO";580000;0;0
"102";2022;5;2022-01-31;5;402;484;2.99;3.19;0;0;0.292;164;"OSLO";580000;0;0
"102";2022;6;2022-02-07;6;402;494;2.29;2.59;0;0;0.292;164;"OSLO";580000;0;0
"102";2022;7;2022-02-14;7;397;489;2.49;2.99;0;0;0.292;164;"OSLO";580000;0;0
"102";2022;8;2022-02-21;8;402;499;2.99;2.49;0;0;0.292;164;"OSLO";580000;0;0
"102";2022;9;2022-02-28;9;400;489;2.49;3.19;0;0;0.292;164;"OSLO";580000;0;0
"102";2022;10;2022-03-07;10;401;490;2.79;2.49;0;0;0.292;164;"OSLO";580000;0;0
"102";2022;11;2022-03-14;11;436;489;2.29;2.29;1;0;0.292;164;"OSLO";580000;0;0
"102";2022;12;2022-03-21;12;405;497;2.29;2.59;0;0;0.292;164;"OSLO";580000;0;0
"102";2022;13;2022-03-28;13;402;492;2.49;2.29;0;0;0.292;164;"OSLO";580000;0;0
"102";2022;14;2022-04-04;14;405;492;2.19;2.99;0;0;0.292;164;"OSLO";580000;0;0
"102";2022;15;2022-04-11;15;441;491;2.29;2.49;1;0;0.292;164;"OSLO";580000;0;0
"102";2022;16;2022-04-18;16;435;598;2.99;2.29;1;1;0.292;164;"OSLO";580000;0;0
"102";2022;17;2022-04-25;17;408;493;2.29;2.29;0;0;0.292;164;"OSLO";580000;0;0
"102";2022;18;2022-05-02;18;444;498;2.79;2.29;1;0;0.292;164;"OSLO";580000;0;0
"102";2022;19;2022-05-09;19;405;500;2.49;2.29;0;0;0.292;164;"OSLO";580000;0;0
"102";2022;20;2022-05-16;20;403;492;2.29;2.99;0;0;0.292;164;"OSLO";580000;0;0
"102";2022;21;2022-05-23;21;406;494;2.19;2.49;0;0;0.292;164;"OSLO";580000;0;0
"102";2022;22;2022-05-30;22;407;490;2.19;2.99;0;0;0.292;164;"OSLO";580000;0;0
"102";2022;23;2022-06-06;23;407;496;2.79;2.59;0;0;0.292;164;"OSLO";580000;0;0
"102";2022;24;2022-06-13;24;443;497;2.79;2.49;1;0;0.292;164;"OSLO";580000;0;0
"102";2022;25;2022-06-20;25;409;501;2.99;2.99;0;0;0.292;164;"OSLO";580000;0;0
"102";2022;26;2022-06-27;26;445;596;2.99;2.99;1;1;0.292;164;"OSLO";580000;0;0
"102";2022;27;2022-07-04;27;407;497;2.19;2.59;0;0;0.292;164;"OSLO";580000;0;0
"102";2022;28;2022-07-11;28;411;497;2.29;2.49;0;0;0.292;164;"OSLO";580000;0;0
"102";2022;29;2022-07-18;29;410;600;2.49;2.49;0;1;0.292;164;"OSLO";580000;0;0
"102";2022;30;2022-07-25;30;402;500;2.99;2.99;0;0;0.292;164;"OSLO";580000;0;0
"102";2022;31;2022-08-01;31;411;497;2.29;3.19;0;0;0.292;164;"OSLO";580000;0;0
"102";2022;32;2022-08-08;32;412;495;2.49;3.19;0;0;0.292;164;"OSLO";580000;0;0
"102";2022;33;2022-08-15;33;411;500;2.19;3.19;0;0;0.292;164;"OSLO";580000;0;0
"102";2022;34;2022-08-22;34;404;504;2.99;2.29;0;0;0.292;164;"OSLO";580000;0;0
"102";2022;35;2022-08-29;35;409;501;2.99;3.19;0;0;0.292;164;"OSLO";580000;0;0
"102";2022;36;2022-09-05;36;453;504;2.99;2.99;1;0;0.292;164;"OSLO";580000;0;0
"102";2022;37;2022-09-12;37;411;607;2.99;2.49;0;1;0.292;164;"OSLO";580000;0;0
"102";2022;38;2022-09-19;38;414;500;2.49;3.19;0;0;0.292;164;"OSLO";580000;0;0
"102";2022;39;2022-09-26;39;411;502;2.99;2.99;0;0;0.292;164;"OSLO";580000;0;0
"102";2022;40;2022-10-03;40;456;509;2.29;2.29;1;0;0.292;164;"OSLO";580000;0;0
"102";2022;41;2022-10-10;41;412;503;2.49;2.49;0;0;0.292;164;"OSLO";580000;0;0
"102";2022;42;2022-10-17;42;414;510;2.99;2.59;0;0;0.292;164;"OSLO";580000;0;0
"102";2022;43;2022-10-24;43;412;508;2.29;2.29;0;0;0.292;164;"OSLO";580000;0;0
"102";2022;44;2022-10-31;44;417;506;2.49;2.49;0;0;0.292;164;"OSLO";580000;0;0
"102";2022;45;2022-11-07;45;413;505;2.49;2.59;0;0;0.292;164;"OSLO";580000;0;0
"102";2022;46;2022-11-14;46;450;504;2.19;2.49;1;0;0.292;164;"OSLO";580000;0;0
"102";2022;47;2022-11-21;47;417;609;2.29;2.59;0;1;0.292;164;"OSLO";580000;0;0
"102";2022;48;2022-11-28;48;412;603;2.49;3.19;0;1;0.292;164;"OSLO";580000;0;0
"102";2022;49;2022-12-05;49;413;606;2.99;2.59;0;1;0.292;164;"OSLO";580000;0;0
"102";2022;50;2022-12-12;50;463;505;2.19;2.99;1;0;0.292;164;"OSLO";580000;0;0
"102";2022;51;2022-12-19;51;416;512;2.49;2.49;0;0;0.292;164;"OSLO";580000;0;0
"102";2022;52;2022-12-26;52;414;502;2.79;3.19;0;0;0.292;164;"OSLO";580000;0;0
"102";2023;1;2023-01-02;53;417;509;2.79;2.59;0;0;0.292;164;"OSLO";580000;0;0
"102";2023;2;2023-01-09;54;417;508;2.29;3.19;0;0;0.292;164;"OSLO";580000;0;0
"102";2023;3;2023-01-16;55;410;509;2.99;2.49;0;0;0.292;164;"OSLO";580000;0;0
"102";2023;4;2023-01-23;56;462;502;2.19;3.19;1;0;0.292;164;"OSLO";580000;0;0
"102";2023;5;2023-01-30;57;417;509;2.19;2.59;0;0;0.292;164;"OSLO";580000;0;0
"102";2023;6;2023-02-06;58;412;507;2.79;2.59;0;0;0.292;164;"OSLO";580000;0;0
"102";2023;7;2023-02-13;59;417;511;2.99;2.49;0;0;0.292;164;"OSLO";580000;0;0
"102";2023;8;2023-02-20;60;419;506;2.29;2.99;0;0;0.292;164;"OSLO";580000;0;0
"102";2023;9;2023-02-27;61;417;508;2.79;2.59;0;0;0.292;164;"OSLO";580000;0;0
"102";2023;10;2023-03-06;62;413;508;2.49;2.49;0;0;0.292;164;"OSLO";580000;0;0
"102";2023;11;2023-03-13;63;418;513;2.19;2.49;0;0;0.292;164;"OSLO";580000;0;0
"102";2023;12;2023-03-20;64;419;510;2.29;2.59;0;0;0.292;164;"OSLO";580000;0;0
"102";2023;13;2023-03-27;65;423;512;2.49;3.19;0;0;0.292;164;"OSLO";580000;0;0
"102";2023;14;2023-04-03;66;463;615;2.49;2.99;1;1;0.292;164;"OSLO";580000;0;0
"102";2023;15;2023-04-10;67;415;621;2.99;2.29;0;1;0.292;164;"OSLO";580000;0;0
"102";2023;16;2023-04-17;68;425;616;2.79;3.19;0;1;0.292;164;"OSLO";580000;0;0
"102";2023;17;2023-04-24;69;420;613;2.19;2.59;0;1;0.292;164;"OSLO";580000;0;0
"102";2023;18;2023-05-01;70;420;514;2.29;2.59;0;0;0.292;164;"OSLO";580000;0;0
"102";2023;19;2023-05-08;71;423;614;2.79;2.99;0;1;0.292;164;"OSLO";580000;0;0
"102";2023;20;2023-05-15;72;424;512;2.19;2.29;0;0;0.292;164;"OSLO";580000;0;0
"102";2023;21;2023-05-22;73;420;515;2.79;2.29;0;0;0.292;164;"OSLO";580000;0;0
"102";2023;22;2023-05-29;74;424;622;2.79;2.59;0;1;0.292;164;"OSLO";580000;0;0
"102";2023;23;2023-06-05;75;424;518;2.19;2.29;0;0;0.292;164;"OSLO";580000;0;0
"102";2023;24;2023-06-12;76;426;511;2.79;2.49;0;0;0.292;164;"OSLO";580000;0;0
"102";2023;25;2023-06-19;77;419;520;2.29;2.29;0;0;0.292;164;"OSLO";580000;0;0
"102";2023;26;2023-06-26;78;427;518;2.19;3.19;0;0;0.292;164;"OSLO";580000;0;0
"102";2023;27;2023-07-03;79;428;617;2.49;2.99;0;1;0.292;164;"OSLO";580000;0;1
"102";2023;28;2023-07-10;80;431;523;2.79;3.19;0;0;0.292;164;"OSLO";580000;0;1
"102";2023;29;2023-07-17;81;428;515;2.29;2.59;0;0;0.292;164;"OSLO";580000;0;1
"102";2023;30;2023-07-24;82;427;515;2.99;2.99;0;0;0.292;164;"OSLO";580000;0;1
"102";2023;31;2023-07-31;83;423;517;2.99;2.59;0;0;0.292;164;"OSLO";580000;0;1
"102";2023;32;2023-08-07;84;468;614;2.29;2.99;1;1;0.292;164;"OSLO";580000;0;1
"102";2023;33;2023-08-14;85;424;625;2.79;2.99;0;1;0.292;164;"OSLO";580000;0;1
"102";2023;34;2023-08-21;86;425;519;2.49;2.59;0;0;0.292;164;"OSLO";580000;0;1
"102";2023;35;2023-08-28;87;429;522;2.99;2.99;0;0;0.292;164;"OSLO";580000;0;1
"102";2023;36;2023-09-04;88;427;522;2.99;2.99;0;0;0.292;164;"OSLO";580000;0;1
"102";2023;37;2023-09-11;89;428;523;2.29;2.99;0;0;0.292;164;"OSLO";580000;0;1
"102";2023;38;2023-09-18;90;424;516;2.49;3.19;0;0;0.292;164;"OSLO";580000;0;1
"102";2023;39;2023-09-25;91;430;516;2.79;3.19;0;0;0.292;164;"OSLO";580000;0;1
"102";2023;40;2023-10-02;92;432;523;2.49;2.49;0;0;0.292;164;"OSLO";580000;0;1
"102";2023;41;2023-10-09;93;431;520;2.49;3.19;0;0;0.292;164;"OSLO";580000;0;1
"102";2023;42;2023-10-16;94;426;520;2.29;2.49;0;0;0.292;164;"OSLO";580000;0;1
"102";2023;43;2023-10-23;95;476;524;2.49;2.49;1;0;0.292;164;"OSLO";580000;0;1
"102";2023;44;2023-10-30;96;428;521;2.29;2.29;0;0;0.292;164;"OSLO";580000;0;1
"102";2023;45;2023-11-06;97;432;524;2.29;2.59;0;0;0.292;164;"OSLO";580000;0;1
"102";2023;46;2023-11-13;98;429;533;2.99;2.29;0;0;0.292;164;"OSLO";580000;0;1
"102";2023;47;2023-11-20;99;425;519;2.79;2.59;0;0;0.292;164;"OSLO";580000;0;1
"102";2023;48;2023-11-27;100;431;523;2.19;2.29;0;0;0.292;164;"OSLO";580000;0;1
"102";2023;49;2023-12-04;101;433;524;2.79;2.29;0;0;0.292;164;"OSLO";580000;0;1
"102";2023;50;2023-12-11;102;432;521;2.49;2.29;0;0;0.292;164;"OSLO";580000;0;1
"102";2023;51;2023-12-18;103;428;522;2.19;2.99;0;0;0.292;164;"OSLO";580000;0;1
"102";2023;52;2023-12-25;104;438;534;2.99;2.99;0;0;0.292;164;"OSLO";580000;0;1
"103";2022;1;2022-01-03;1;392;479;2.99;2.59;0;0;-0.17;157;"OSLO";580000;0;0
"103";2022;2;2022-01-10;2;388;482;2.79;2.49;0;0;-0.17;157;"OSLO";580000;0;0
"103";2022;3;2022-01-17;3;392;481;2.99;2.59;0;0;-0.17;157;"OSLO";580000;0;0
"103";2022;4;2022-01-24;4;389;571;2.19;2.59;0;1;-0.17;157;"OSLO";580000;0;0
"103";2022;5;2022-01-31;5;388;478;2.49;2.59;0;0;-0.17;157;"OSLO";580000;0;0
"103";2022;6;2022-02-07;6;389;479;2.99;3.19;0;0;-0.17;157;"OSLO";580000;0;0
"103";2022;7;2022-02-14;7;387;476;2.19;2.99;0;0;-0.17;157;"OSLO";580000;0;0
"103";2022;8;2022-02-21;8;386;478;2.99;2.59;0;0;-0.17;157;"OSLO";580000;0;0
"103";2022;9;2022-02-28;9;386;474;2.29;3.19;0;0;-0.17;157;"OSLO";580000;0;0
"103";2022;10;2022-03-07;10;384;478;2.29;3.19;0;0;-0.17;157;"OSLO";580000;0;0
"103";2022;11;2022-03-14;11;433;475;2.29;3.19;1;0;-0.17;157;"OSLO";580000;0;0
"103";2022;12;2022-03-21;12;386;474;2.99;3.19;0;0;-0.17;157;"OSLO";580000;0;0
"103";2022;13;2022-03-28;13;385;479;2.99;2.29;0;0;-0.17;157;"OSLO";580000;0;0
"103";2022;14;2022-04-04;14;384;473;2.79;2.29;0;0;-0.17;157;"OSLO";580000;0;0
"103";2022;15;2022-04-11;15;423;472;2.29;3.19;1;0;-0.17;157;"OSLO";580000;0;0
"103";2022;16;2022-04-18;16;428;571;2.99;2.59;1;1;-0.17;157;"OSLO";580000;0;0
"103";2022;17;2022-04-25;17;390;474;2.29;3.19;0;0;-0.17;157;"OSLO";580000;0;0
"103";2022;18;2022-05-02;18;426;480;2.49;2.29;1;0;-0.17;157;"OSLO";580000;0;0
"103";2022;19;2022-05-09;19;395;469;2.29;3.19;0;0;-0.17;157;"OSLO";580000;0;0
"103";2022;20;2022-05-16;20;388;470;2.49;2.59;0;0;-0.17;157;"OSLO";580000;0;0
"103";2022;21;2022-05-23;21;384;473;2.99;2.99;0;0;-0.17;157;"OSLO";580000;0;0
"103";2022;22;2022-05-30;22;384;469;2.49;2.99;0;0;-0.17;157;"OSLO";580000;0;0
"103";2022;23;2022-06-06;23;382;476;2.79;2.99;0;0;-0.17;157;"OSLO";580000;0;0
"103";2022;24;2022-06-13;24;420;471;2.79;2.59;1;0;-0.17;157;"OSLO";580000;0;0
"103";2022;25;2022-06-20;25;383;477;2.29;2.99;0;0;-0.17;157;"OSLO";580000;0;0
"103";2022;26;2022-06-27;26;419;568;2.99;2.49;1;1;-0.17;157;"OSLO";580000;0;0
"103";2022;27;2022-07-04;27;382;473;2.29;3.19;0;0;-0.17;157;"OSLO";580000;0;0
"103";2022;28;2022-07-11;28;383;472;2.79;2.59;0;0;-0.17;157;"OSLO";580000;0;0
"103";2022;29;2022-07-18;29;383;564;2.99;2.49;0;1;-0.17;157;"OSLO";580000;0;0
"103";2022;30;2022-07-25;30;377;478;2.99;2.49;0;0;-0.17;157;"OSLO";580000;0;0
"103";2022;31;2022-08-01;31;390;474;2.99;3.19;0;0;-0.17;157;"OSLO";580000;0;0
"103";2022;32;2022-08-08;32;379;470;2.29;2.49;0;0;-0.17;157;"OSLO";580000;0;0
"103";2022;33;2022-08-15;33;382;475;2.19;2.59;0;0;-0.17;157;"OSLO";580000;0;0
"103";2022;34;2022-08-22;34;388;472;2.29;2.99;0;0;-0.17;157;"OSLO";580000;0;0
"103";2022;35;2022-08-29;35;379;474;2.99;2.29;0;0;-0.17;157;"OSLO";580000;0;0
"103";2022;36;2022-09-05;36;427;473;2.99;3.19;1;0;-0.17;157;"OSLO";580000;0;0
"103";2022;37;2022-09-12;37;381;562;2.19;2.29;0;1;-0.17;157;"OSLO";580000;0;0
"103";2022;38;2022-09-19;38;382;471;2.79;2.49;0;0;-0.17;157;"OSLO";580000;0;0
"103";2022;39;2022-09-26;39;378;477;2.49;2.59;0;0;-0.17;157;"OSLO";580000;0;0
"103";2022;40;2022-10-03;40;423;467;2.99;3.19;1;0;-0.17;157;"OSLO";580000;0;0
"103";2022;41;2022-10-10;41;386;473;2.99;2.99;0;0;-0.17;157;"OSLO";580000;0;0
"103";2022;42;2022-10-17;42;380;469;2.79;2.29;0;0;-0.17;157;"OSLO";580000;0;0
"103";2022;43;2022-10-24;43;382;473;2.79;3.19;0;0;-0.17;157;"OSLO";580000;0;0
"103";2022;44;2022-10-31;44;376;473;2.79;2.49;0;0;-0.17;157;"OSLO";580000;0;0
"103";2022;45;2022-11-07;45;381;469;2.29;2.29;0;0;-0.17;157;"OSLO";580000;0;0
"103";2022;46;2022-11-14;46;421;465;2.49;2.59;1;0;-0.17;157;"OSLO";580000;0;0
"103";2022;47;2022-11-21;47;383;561;2.99;2.99;0;1;-0.17;157;"OSLO";580000;0;0
"103";2022;48;2022-11-28;48;384;569;2.29;3.19;0;1;-0.17;157;"OSLO";580000;0;0
"103";2022;49;2022-12-05;49;383;569;2.79;2.29;0;1;-0.17;157;"OSLO";580000;0;0
"103";2022;50;2022-12-12;50;421;466;2.99;2.59;1;0;-0.17;157;"OSLO";580000;0;0
"103";2022;51;2022-12-19;51;378;469;2.99;3.19;0;0;-0.17;157;"OSLO";580000;0;0
"103";2022;52;2022-12-26;52;379;475;2.79;2.49;0;0;-0.17;157;"OSLO";580000;0;0
"103";2023;1;2023-01-02;53;380;462;2.99;3.19;0;0;-0.17;157;"OSLO";580000;0;0
"103";2023;2;2023-01-09;54;378;467;2.29;2.59;0;0;-0.17;157;"OSLO";580000;0;0
